"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대전광역시청",대전광역시 대덕구 쌍청당로 17,대전광역시 대덕구 중리동 71-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3637541,127.4345101,2017-02-01
"대전광역시청",대전광역시 동구 충정로 73-17,대전광역시 동구 가양동 11-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3457721,127.4561101,2017-02-01
"대전광역시청",대전광역시 동구 우암로 326번길 28,대전광역시 동구 가양동 161-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3478121,127.4525781,2017-02-01
"대전광역시청",대전광역시 동구 가양동 61,대전광역시 동구 가양동 61,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3474121,127.4573951,2017-02-01
"대전광역시청",대전광역시 동구 가양동 61-1,대전광역시 동구 가양동 61-1,기타,4,41,문화재방면,30,2010-02,042-270-4524,36.3470451,127.4575251,2017-02-01
"대전광역시청",대전광역시 동구 충정로 53,대전광역시 동구 가양동 65,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3477191,127.4566301,2017-02-01
"대전광역시청",대전광역시 동구 산내로 1400-35,대전광역시 동구 대성동 산3,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3013361,127.4700961,2017-02-01
"대전광역시청",대전광역시 동구 회남로 117,대전광역시 동구 신하동 268-5,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3577461,127.4989791,2017-02-01
"대전광역시청",대전광역시 중구 단재로 229번길 47,대전광역시 동구 어남동 233,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.2242251,127.4133901,2017-02-01
"대전광역시청",대전광역시 동구 동부로 73번길 44,대전광역시 동구 용운동 356-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3246871,127.4601561,2017-02-01
"대전광역시청",대전광역시 동구 대전로 592-20,대전광역시 동구 천동 106,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3137971,127.4460511,2017-02-01
"대전광역시청",대전광역시 서구 배재로 236,대전광역시 서구 변동 250,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3295641,127.3709751,2017-02-01
"대전광역시청",대전광역시 서구 대덕대로 318번길 9,대전광역시 서구 월평동 281,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3609166,127.3783257,2017-02-01
"대전광역시청",대전광역시 서구 남선로 8,대전광역시 서구 탄방동 233,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3455141,127.3907181,2017-02-01
"대전광역시청",대전광역시 서구 남선로 9번길 22,대전광역시 서구 탄방동 274-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3447371,127.3949031,2017-02-01
"대전광역시청",대전광역시 유성구 교촌로 67,대전광역시 유성구 교촌동 151,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3074331,127.3111731,2017-02-01
"대전광역시청",대전광역시 유성구 둔곡동 288,대전광역시 유성구 둔곡동 288,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.4602781,127.3651701,2017-02-01
"대전광역시청",대전광역시 유성구 원내로 5,대전광역시 유성구 원내동 213-4,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.2997131,127.3163861,2017-02-01
"대전광역시청",대전광역시 유성구 엑스포로 251번길 36,대전광역시 유성구 원촌동 산35-1,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.3800881,127.4038801,2017-02-01
"대전광역시청",대전광역시 유성구 자운로 245번길 80,대전광역시 유성구 추목동 산40,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.4202991,127.3465181,2017-02-01
"대전광역시청",대전광역시 중구 동서대로 1365번길 13,대전광역시 중구 목동 96-2,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3319981,127.4086571,2017-02-01
"대전광역시청",대전광역시 중구 운남로 63,대전광역시 중구 무수동 299,기타,2,41,문화재방면,30,2010-02,042-270-4524,36.2846541,127.4106921,2017-02-01
"대전광역시청",대전광역시 중구 운남로 63,대전광역시 중구 무수동 299-1,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.2776361,127.4048391,2017-02-01
"대전광역시청",대전광역시 중구 운남로 85,대전광역시 중구 무수동 94,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.2846541,127.4106921,2017-02-01
"대전광역시청",대전광역시 중구 봉소루로 29,대전광역시 중구 석교동 61-2,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.3090891,127.4409401,2017-02-01
"대전광역시청",대전광역시 중구 대둔산로 137번길 67,대전광역시 중구 안영동 571-2,기타,1,41,문화재방면,30,2010-02,042-270-4524,36.2843001,127.3721621,2017-02-01
